FECHA (YYMMDD);HORA (HHMM);;
050122;0800;10,3;
050122;0900;13,2;
050122;1000;14,7;
050122;1100;16,4;
050122;1200;18;
050122;1300;19,4;
050122;1400;19,5;
050122;1500;20,3;
050122;1600;20,9;
050122;1700;21;
050122;1800;20,5;
050122;1900;19,4;
050122;2000;18,2;
050122;2100;16,5;
050122;2200;14,2;
050122;2300;12,2;
050123;0000;;
050123;0100;10,4;
050123;0200;9,59998;
050123;0300;8,2;
050123;0400;7,6;
050123;0500;7,1;
050123;0600;6,7;
050123;0700;6,89999;
050123;0800;7,5;
050123;0900;10,5;
050123;1000;15,1;
050123;1100;17,4;
050123;1200;17,4;
050123;1300;17,3;
050123;1400;18,4;
050123;1500;18,9;
050123;1600;18,6;
050123;1700;18,2;
050123;1800;18;
050123;1900;17,4;
050123;2000;16,8;
050123;2100;15,8;
050123;2200;14,9;
050123;2300;14,3;
050124;0000;;
050124;0100;13,4;
050124;0200;13;
050124;0300;12,9;
050124;0400;12,8;
050124;0500;12,6;
050124;0600;12,1;
050124;0700;11,5;
050124;0800;11,3;
050124;0900;12;
050124;1000;13,7;
050124;1100;15,1;
050124;1200;16,3;
050124;1300;17,3;
050124;1400;18,5;
050124;1500;19,4;
050124;1600;19,8;
050124;1700;20,2;
050124;1800;20,9;
050124;1900;19,8;
050124;2000;18;
050124;2100;15,4;
050124;2200;13,2;
050124;2300;11,4;
050125;0000;;
050125;0100;9;
050125;0200;8,7;
050125;0300;7,8;
050125;0400;8,2;
050125;0500;7,5;
050125;0600;6,6;
050125;0700;6,89999;
050125;0800;7,3;
050125;0900;10,8;
050125;1000;13,1;
050125;1100;15,5;
050125;1200;17,3;
050125;1300;19,3;
050125;1400;21,3;
050125;1500;22,6;
050125;1600;24;
050125;1700;24,2;
050125;1800;23,8;
050125;1900;23;
050125;2000;21,1;
050125;2100;18,1;
050125;2200;14,8;
050125;2300;13,2;
050126;0000;;
050126;0100;11,2;
050126;0200;9,89998;
050126;0300;9,5;
050126;0400;8,59998;
050126;0500;7,5;
050126;0600;7,1;
050126;0700;6,89999;
050126;0800;7,2;
050126;0900;10,1;
050126;1000;14,3;
