FECHA (YYMMDD);HORA (HHMM);;
040430;2200;0,2;
040430;2300;0,5;
040501;0000;1,1;
040501;0100;1;
040501;0200;1,6;
040501;0300;1,8;
040501;0400;1,7;
040501;0500;2;
040501;0600;2,8;
040501;0700;3,6;
040501;0800;3,7;
040501;0900;3,5;
040501;1000;3,6;
040501;1100;2,7;
040501;1200;2,3;
040501;1300;1,5;
040501;1400;1,4;
040501;1500;0,9;
040501;1600;1;
040501;1700;1,3;
040501;1800;1,6;
040501;1900;1,4;
040501;2000;1;
040501;2100;0,4;
040501;2200;1,1;
040501;2300;1,1;
040502;0000;0,599998;
040502;0100;0,3;
040502;0200;1,3;
040502;0300;1,2;
040502;0400;0,2;
040502;0500;0,799998;
040502;0600;0,7;
040502;0700;0,799998;
040502;0800;1;
040502;0900;0,599998;
040502;1000;1,1;
040502;1100;1,4;
040502;1200;1,6;
040502;1300;1,5;
040502;1400;2,4;
040502;1500;3,4;
040502;1600;2,7;
040502;1700;2,5;
040502;1800;2;
040502;1900;0,9;
040502;2000;0,7;
040502;2100;0,9;
040502;2200;0,4;
040502;2300;0,4;
040503;0000;0,3;
040503;0100;0,4;
040503;0200;0,3;
040503;0300;0,4;
040503;0400;0,599998;
040503;0500;0,5;
040503;0600;0,2;
040503;0700;0,4;
040503;0800;0,7;
040503;0900;0,599998;
040503;1000;0,5;
040503;1100;0,5;
040503;1200;0,4;
040503;1300;1,1;
040503;1400;1,5;
040503;1500;1,3;
040503;1600;2,1;
040503;1700;2;
040503;1800;0,5;
040503;1900;0,4;
040503;2000;0,4;
040503;2100;0,4;
040503;2200;0,2;
040503;2300;0,2;
040504;0000;0,5;
040504;0100;0,599998;
040504;0200;0,599998;
040504;0300;0,7;
040504;0400;0,3;
040504;0500;0,7;
040504;0600;1,2;
040504;0700;0,599998;
040504;0800;1,1;
040504;0900;1,1;
040504;1000;0,599998;
040504;1100;0,9;
040504;1200;0,7;
040504;1300;1;
040504;1400;1,8;
040504;1500;2,5;
040504;1600;2,4;
040504;1700;2,9;
040504;1800;2,1;
040504;1900;2,4;
040504;2000;1,9;
040504;2100;1,4;
040504;2200;0,599998;
040504;2300;0,599998;
040505;0000;0,799998;
040505;0100;1,2;
040505;0200;0,7;
040505;0300;1;
040505;0400;0,9;
040505;0500;0,7;
040505;0600;0,5;
040505;0700;0,799998;
040505;0800;0,7;
040505;0900;0,5;
040505;1000;0,799998;
040505;1100;0,9;
040505;1200;0,9;
040505;1300;1,5;
040505;1400;2,7;
040505;1500;2,9;
040505;1600;3,1;
040505;1700;2,7;
040505;1800;1,5;
040505;1900;0,7;
040505;2000;0,599998;
040505;2100;0,9;
040505;2200;0,9;
040505;2300;0,799998;
040506;0000;0,7;
040506;0100;0,4;
040506;0200;0,3;
040506;0300;0,2;
040506;0400;0,3;
040506;0500;0,3;
040506;0600;0,3;
040506;0700;0,7;
040506;0800;0,9;
040506;0900;1,2;
040506;1000;0,9;
040506;1100;0,3;
040506;1200;0,599998;
040506;1300;0,799998;
040506;1400;1,5;
040506;1500;1,7;
040506;1600;1,5;
040506;1700;2,1;
040506;1800;2,1;
040506;1900;1,6;
040506;2000;0,799998;
040506;2100;1,1;
040506;2200;1,1;
040506;2300;0,799998;
040507;0000;0,7;
040507;0100;0,3;
040507;0200;0,3;
040507;0300;0,9;
040507;0400;0,799998;
040507;0500;0,3;
040507;0600;0,4;
040507;0700;0,599998;
040507;0800;0,7;
040507;0900;0,9;
040507;1000;0,5;
040507;1100;1,5;
040507;1200;1,1;
040507;1300;1;
040507;1400;1;
040507;1500;0,9;
040507;1600;0,9;
040507;1700;0,599998;
040507;1800;0,5;
040507;1900;0,4;
040507;2000;0,799998;
040507;2100;1;
040507;2200;1,2;
040507;2300;1,4;
040508;0000;0,7;
040508;0100;0,599998;
040508;0200;0,599998;
040508;0300;0,799998;
040508;0400;0,2;
040508;0500;0,2;
040508;0600;0,7;
040508;0700;0,799998;
040508;0800;0,4;
040508;0900;0,799998;
040508;1000;0,4;
